toolId	target	subject	category	educationLevels	expression	additionalBranches	symbolic	canonicalUnit	method	exactness	constraints	sourceRefs
finance-v4-continuous-compounding	t	Finance	Finance Expansion	GENERAL	ln(A/P)/r				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-effective-annual-rate	EAR	Finance	Finance Expansion	GENERAL	(1+apr/m)^m-1				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-effective-annual-rate	apr	Finance	Finance Expansion	GENERAL	m*((1+EAR)^(1/m)-1)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-future-value-annuity	FV	Finance	Finance Expansion	GENERAL	PMT*((1+r)^n-1)/r				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
finance-v4-future-value-annuity	PMT	Finance	Finance Expansion	GENERAL	FV*r/((1+r)^n-1)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
finance-v4-present-value	FV	Finance	Finance Expansion	GENERAL	PV*(1+r)^n				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
finance-v4-present-value	PV	Finance	Finance Expansion	GENERAL	FV/(1+r)^n				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
finance-v4-present-value	r	Finance	Finance Expansion	GENERAL	(FV/PV)^(1/n)-1				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
finance-v4-savings-growth	FV	Finance	Finance Expansion	GENERAL	P*(1+r)^n				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-savings-growth	P	Finance	Finance Expansion	GENERAL	FV/(1+r)^n				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-savings-growth	n	Finance	Finance Expansion	GENERAL	ln(FV/P)/ln(1+r)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-savings-growth	r	Finance	Finance Expansion	GENERAL	(FV/P)^(1/n)-1				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-straight-line-depreciation	life	Finance	Finance Expansion	GENERAL	(cost-salvage)*years/(cost-value)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-straight-line-depreciation	salvage	Finance	Finance Expansion	GENERAL	cost-(cost-value)*life/years				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-straight-line-depreciation	value	Finance	Finance Expansion	GENERAL	cost-(cost-salvage)*years/life				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
finance-v4-straight-line-depreciation	years	Finance	Finance Expansion	GENERAL	(cost-value)*life/(cost-salvage)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	V4_DETERMINISTIC_FINANCE_DOMAIN_MAP|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-arc-length	L	Geometry	Geometry	GENERAL	theta/360*2*pi*r			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	L must be non-negative | theta must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-arc-length	r	Geometry	Geometry	GENERAL	360*L/(2*pi*theta)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	L must be non-negative | theta must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-arc-length	theta	Geometry	Geometry	GENERAL	360*L/(2*pi*r)			°	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	L must be non-negative | theta must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-circle-area	A	Geometry	Geometry	GENERAL	pi*r^2			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-circle-area	r	Geometry	Geometry	GENERAL	sqrt(A/pi)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-circle-circumference	C	Geometry	Geometry	GENERAL	2*pi*r			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	C must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-circle-circumference	r	Geometry	Geometry	GENERAL	C/(2*pi)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	C must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cone-volume	V	Geometry	Geometry	GENERAL	pi*r^2*h/3			m³	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | r must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cone-volume	h	Geometry	Geometry	GENERAL	3*V/(pi*r^2)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | r must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cone-volume	r	Geometry	Geometry	GENERAL	sqrt(3*V/(pi*h))			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | r must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cube	V	Geometry	Geometry	GENERAL	s^3			m³	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | s must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cube	s	Geometry	Geometry	GENERAL	root(V,3)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | s must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cuboid-volume	V	Geometry	Geometry	GENERAL	l*w*h			m³	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | l must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cuboid-volume	h	Geometry	Geometry	GENERAL	V/(l*w)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | l must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cuboid-volume	l	Geometry	Geometry	GENERAL	V/(w*h)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | l must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cuboid-volume	w	Geometry	Geometry	GENERAL	V/(l*h)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | l must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cylinder-volume	V	Geometry	Geometry	GENERAL	pi*r^2*h			m³	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | r must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cylinder-volume	h	Geometry	Geometry	GENERAL	V/(pi*r^2)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | r must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-cylinder-volume	r	Geometry	Geometry	GENERAL	sqrt(V/(pi*h))			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | r must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-ellipse-area	A	Geometry	Geometry	GENERAL	pi*a*b			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | a must be non-negative | b must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-ellipse-area	a	Geometry	Geometry	GENERAL	A/(pi*b)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | a must be non-negative | b must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-ellipse-area	b	Geometry	Geometry	GENERAL	A/(pi*a)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | a must be non-negative | b must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-heron-area	A	Geometry	Geometry	GENERAL	sqrt(((a+b+c)/2)*(((a+b+c)/2)-a)*(((a+b+c)/2)-b)*(((a+b+c)/2)-c))			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	a must be non-negative | b must be non-negative | c must be non-negative | A must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-parallelogram-area	A	Geometry	Geometry	GENERAL	b*h			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-parallelogram-area	b	Geometry	Geometry	GENERAL	A/h			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-parallelogram-area	h	Geometry	Geometry	GENERAL	A/b			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-prism-volume	B	Geometry	Geometry	GENERAL	V/h			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | B must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-prism-volume	V	Geometry	Geometry	GENERAL	B*h			m³	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | B must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-prism-volume	h	Geometry	Geometry	GENERAL	V/B			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | B must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rectangle-area	A	Geometry	Geometry	GENERAL	w*h			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rectangle-area	h	Geometry	Geometry	GENERAL	A/w			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rectangle-area	w	Geometry	Geometry	GENERAL	A/h			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rectangle-perimeter	P	Geometry	Geometry	GENERAL	2*(w+h)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	P must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rectangle-perimeter	h	Geometry	Geometry	GENERAL	P/2-w			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	P must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rectangle-perimeter	w	Geometry	Geometry	GENERAL	P/2-h			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	P must be non-negative | w must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-regular-polygon	A	Geometry	Geometry	GENERAL	n*s^2/(4*tan(pi/n))			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	n must be non-negative | s must be non-negative | P must be non-negative | A must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-regular-polygon	P	Geometry	Geometry	GENERAL	n*s			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	n must be non-negative | s must be non-negative | P must be non-negative | A must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rhombus-area	A	Geometry	Geometry	GENERAL	d1*d2/2			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | d1 must be non-negative | d2 must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rhombus-area	d1	Geometry	Geometry	GENERAL	2*A/d2			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | d1 must be non-negative | d2 must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-rhombus-area	d2	Geometry	Geometry	GENERAL	2*A/d1			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | d1 must be non-negative | d2 must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-right-triangle	a	Geometry	Geometry	GENERAL	sqrt(c^2-b^2)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	a must be non-negative | b must be non-negative | c must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-right-triangle	b	Geometry	Geometry	GENERAL	sqrt(c^2-a^2)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	a must be non-negative | b must be non-negative | c must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-right-triangle	c	Geometry	Geometry	GENERAL	sqrt(a^2+b^2)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	a must be non-negative | b must be non-negative | c must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-sector-area	A	Geometry	Geometry	GENERAL	theta/360*pi*r^2			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | theta must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-sector-area	r	Geometry	Geometry	GENERAL	sqrt(360*A/(theta*pi))			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | theta must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-sector-area	theta	Geometry	Geometry	GENERAL	360*A/(pi*r^2)			°	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | theta must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-sphere-volume	V	Geometry	Geometry	GENERAL	4*pi*r^3/3			m³	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-sphere-volume	r	Geometry	Geometry	GENERAL	root(3*V/(4*pi),3)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	V must be non-negative | r must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-square	A	Geometry	Geometry	GENERAL	s^2			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | s must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-square	s	Geometry	Geometry	GENERAL	sqrt(A)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | s must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-trapezoid-area	A	Geometry	Geometry	GENERAL	(a+b)*h/2			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | a must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-trapezoid-area	a	Geometry	Geometry	GENERAL	2*A/h-b			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | a must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-trapezoid-area	b	Geometry	Geometry	GENERAL	2*A/h-a			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | a must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-trapezoid-area	h	Geometry	Geometry	GENERAL	2*A/(a+b)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | a must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-triangle-area	A	Geometry	Geometry	GENERAL	b*h/2			m²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-triangle-area	b	Geometry	Geometry	GENERAL	2*A/h			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-triangle-area	h	Geometry	Geometry	GENERAL	2*A/b			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	A must be non-negative | b must be non-negative | h must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
geometry-v4-annulus-area	A	Geometry	Geometry Expansion	GENERAL	pi*(R^2-r^2)			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-annulus-area	R	Geometry	Geometry Expansion	GENERAL	sqrt(A/pi+r^2)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-annulus-area	r	Geometry	Geometry Expansion	GENERAL	sqrt(R^2-A/pi)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-cuboid-surface-area	A	Geometry	Geometry Expansion	GENERAL	2*(l*w+l*h+w*h)			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-cuboid-surface-area	h	Geometry	Geometry Expansion	GENERAL	(A/2-l*w)/(l+w)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-cuboid-surface-area	l	Geometry	Geometry Expansion	GENERAL	(A/2-w*h)/(w+h)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-cuboid-surface-area	w	Geometry	Geometry Expansion	GENERAL	(A/2-l*h)/(l+h)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-cylinder-surface-area	A	Geometry	Geometry Expansion	GENERAL	2*pi*r*(r+h)			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-cylinder-surface-area	h	Geometry	Geometry Expansion	GENERAL	A/(2*pi*r)-r			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-cylinder-surface-area	r	Geometry	Geometry Expansion	GENERAL	(-h+sqrt(h^2+2*A/pi))/2			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-frustum-volume	V	Geometry	Geometry Expansion	GENERAL	pi*h*(R^2+R*r+r^2)/3			m3	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-frustum-volume	h	Geometry	Geometry Expansion	GENERAL	3*V/(pi*(R^2+R*r+r^2))			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-pyramid-volume	A_base	Geometry	Geometry Expansion	GENERAL	3*V/h			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-pyramid-volume	V	Geometry	Geometry Expansion	GENERAL	A_base*h/3			m3	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-pyramid-volume	h	Geometry	Geometry Expansion	GENERAL	3*V/A_base			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-similarity-area	A1	Geometry	Geometry Expansion	GENERAL	A2/k^2			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-similarity-area	A2	Geometry	Geometry Expansion	GENERAL	A1*k^2			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-similarity-area	k	Geometry	Geometry Expansion	GENERAL	sqrt(A2/A1)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-similarity-length	L1	Geometry	Geometry Expansion	GENERAL	L2/k			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-similarity-length	L2	Geometry	Geometry Expansion	GENERAL	k*L1			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-similarity-length	k	Geometry	Geometry Expansion	GENERAL	L2/L1				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_PRECALCULUS_2E|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
geometry-v4-sphere-surface-area	A	Geometry	Geometry Expansion	GENERAL	4*pi*r^2			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
geometry-v4-sphere-surface-area	r	Geometry	Geometry Expansion	GENERAL	sqrt(A/(4*pi))			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
math-v4-distance-3d	d	Math	Math Expansion	GENERAL	sqrt(dx^2+dy^2+dz^2)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
math-v4-distance-3d	dx	Math	Math Expansion	GENERAL	sqrt(d^2-dy^2-dz^2)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
math-v4-distance-3d	dy	Math	Math Expansion	GENERAL	sqrt(d^2-dx^2-dz^2)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
math-v4-distance-3d	dz	Math	Math Expansion	GENERAL	sqrt(d^2-dx^2-dy^2)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
math-v4-exponential-growth	final	Math	Math Expansion	GENERAL	initial*(1+r)^t				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
math-v4-exponential-growth	initial	Math	Math Expansion	GENERAL	final/(1+r)^t				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
math-v4-exponential-growth	r	Math	Math Expansion	GENERAL	(final/initial)^(1/t)-1				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
